question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.4,Materials: Metals,openai/gpt-4o-mini,text_only,-42,1.22E+16,N,llm_only,25223
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.5,Properties: Optical,openai/gpt-4o-mini,text_only,80.5,80.5,Y,llm_only,6218
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.6,Materials: Glasses,openai/gpt-4o-mini,text_only,"(96.38, 97.00)","(96.4, 97.0)",Y,llm_only,18075
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.7,Materials: Semiconductors,openai/gpt-4o-mini,text_only,4,"(2.45, 3.1e7)",N,llm_only,18910
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 9.1,Properties: Optical,openai/gpt-4o-mini,text_only,6,"(17, 11.458)",N,llm_only,23058
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 9.4,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-3,2.72,Y,llm_only,18721
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 10.3,Materials: Ceramics,openai/gpt-4o-mini,text_only,500,"(25.1 \times 10^{-3}, 5000, 7.225 \times 10^{-5}, 0.145)",N,llm_only,27239
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 10.5,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.00077, 0.000484)","(0.77,  112.2)",N,llm_only,17604
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 10.6,Materials: Polymers,openai/gpt-4o-mini,text_only,9.19,4058,N,llm_only,22560
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 11.2,Materials: Metals,openai/gpt-4o-mini,text_only,6.9,4,N,llm_only,13895
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 11.3,Materials: Metals,openai/gpt-4o-mini,text_only,"(8.38 \times 10^{-4}, 0.005)","(8.38 \times 10^{-4}, 0.838)",N,llm_only,21956
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 11.5,Materials: Metals,openai/gpt-4o-mini,text_only,2,0.64,N,llm_only,21634
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 11.6,Materials: Elastomers,openai/gpt-4o-mini,text_only,2.85 \times 10^{-8},28.5,N,llm_only,9810
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 11.7,Materials: Metals,openai/gpt-4o-mini,text_only,12000,"(3.78 \times 10^{-4}, 3.78, 21000, 0.88)",N,llm_only,20532
Fundamentals_of_Materials_Instructors_Example 2.2,Materials: Semiconductors,openai/gpt-4o-mini,text_only,28.078,28.0854,N,llm_only,11883
Fundamentals_of_Materials_Instructors_Example 2.3,Materials: Metals,openai/gpt-4o-mini,text_only,65.415,65.400,Y,llm_only,21588
Fundamentals_of_Materials_Instructors_Example 2.4,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.043, 0.957)","(0.043, 0.957)",Y,llm_only,13957
Fundamentals_of_Materials_Instructors_Example 2.5,Structures: Composites,openai/gpt-4o-mini,text_only,"\left(1.66053906660 \times 10^{-24}, 6.022 \times 10^{23}\right)","(1.66e-24, 2.73e26)",N,llm_only,11633
Fundamentals_of_Materials_Instructors_Example 2.15,Fundamental: Diffusion & Kinetics,openai/gpt-4o-mini,text_only,5.89 \times 10^{-10},5.91E-10,Y,llm_only,17184
Fundamentals_of_Materials_Instructors_Example 2.16,Fundamental: Phase Diagram,openai/gpt-4o-mini,text_only,1,"(1.10e-8, -1.10e-8)",N,llm_only,21474
Fundamentals_of_Materials_Instructors_Example 2.17,Materials: Metals,openai/gpt-4o-mini,text_only,9,0.155,N,llm_only,19293
Fundamentals_of_Materials_Instructors_Example 2.18,Materials: Metals,openai/gpt-4o-mini,text_only,-1,"$$
E{0}=-\frac{A}{\left(\frac{A}{n B}\right)^{1 /(1-n)}}+\frac{B}{\left(\frac{A}{n B}\right)^{n /(1-n)}}
$$",Y,llm_only,19693
Fundamentals_of_Materials_Instructors_Example 2.21,Materials: Metals,openai/gpt-4o-mini,text_only,0,"($$E{0}=D\left(1-\frac{r{0}}{\rho}\right) \exp \left(-\frac{r{0}}{\rho}\right)$$, $$E{0}=\frac{C}{r{0}}\left(\frac{\rho}{r{0}}-1\right)$$)",N,llm_only,23368
Fundamentals_of_Materials_Instructors_Example 2.26,Materials: Metals,openai/gpt-4o-mini,text_only,0,0,Y,llm_only,12518
Fundamentals_of_Materials_Instructors_Example 3.2,Materials: Metals,openai/gpt-4o-mini,text_only,1.215 \times 10^{-28},1.213E-28,Y,llm_only,12655
Fundamentals_of_Materials_Instructors_Example 3.3,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,\frac{4R}{\sqrt{3}},"$$
a=\frac{4 R}{\sqrt{3}}
$$",Y,llm_only,11821
Fundamentals_of_Materials_Instructors_Example 3.4,Materials: Semiconductors,openai/gpt-4o-mini,text_only,1.633,1.633,Y,llm_only,14956
Fundamentals_of_Materials_Instructors_Example 3.6,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,0.74,0.74,Y,llm_only,24098
Fundamentals_of_Materials_Instructors_Example 3.7,Materials: Metals,openai/gpt-4o-mini,text_only,10.2,10.22,N,llm_only,18454
Fundamentals_of_Materials_Instructors_Example 3.8,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,5.80,2.59,N,llm_only,17983
Fundamentals_of_Materials_Instructors_Example 3.9,Materials: Metals,openai/gpt-4o-mini,text_only,1.37,0.138,Y,llm_only,23050
Fundamentals_of_Materials_Instructors_Example 3.10,Materials: Metals,openai/gpt-4o-mini,text_only,114,0.143,N,llm_only,21722
Fundamentals_of_Materials_Instructors_Example 3.12,Materials: Metals,openai/gpt-4o-mini,text_only,-28,"(1.058e-28, 0.468)",Y,llm_only,24193
Fundamentals_of_Materials_Instructors_Example 3.13,Materials: Metals,openai/gpt-4o-mini,text_only,7,"(1.39e-22, 0.521)",N,llm_only,19089
Fundamentals_of_Materials_Instructors_Example 3.17,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,3,0.536,N,llm_only,23234
Fundamentals_of_Materials_Instructors_Example 3.18,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,23,"(4.0, 7.31)",Y,llm_only,21439
Fundamentals_of_Materials_Instructors_Example 3.19,Materials: Metals,openai/gpt-4o-mini,text_only,3,"(4.87e-23, 1.84)",N,llm_only,23031
Fundamentals_of_Materials_Instructors_Example 3.20,Materials: Metals,openai/gpt-4o-mini,text_only,3,0.160,Y,llm_only,21883
Fundamentals_of_Materials_Instructors_Example 3.21,Materials: Metals,openai/gpt-4o-mini,text_only,0.109,6.64E-02,N,llm_only,24809
Fundamentals_of_Materials_Instructors_Example 3.23,Materials: Metals,openai/gpt-4o-mini,text_only,0.225,0.225,Y,llm_only,7319
Fundamentals_of_Materials_Instructors_Example 3.25,Materials: Metals,openai/gpt-4o-mini,text_only,0.414,0.732,N,llm_only,7611
Fundamentals_of_Materials_Instructors_Example 3.28,Materials: Metals,openai/gpt-4o-mini,text_only,3,0.793,N,llm_only,25780
Fundamentals_of_Materials_Instructors_Example 3.29,Materials: Metals,openai/gpt-4o-mini,text_only,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.842,N,llm_only,22395
Fundamentals_of_Materials_Instructors_Example 3.31,Materials: Metals,openai/gpt-4o-mini,text_only,68.2,6.80,N,llm_only,21049
Fundamentals_of_Materials_Instructors_Example 3.32,Materials: Metals,openai/gpt-4o-mini,text_only,0.438,0.437,Y,llm_only,19414
Fundamentals_of_Materials_Instructors_Example 3.33,Materials: Glasses,openai/gpt-4o-mini,text_only,8,"(8, 16)",Y,llm_only,19123
Fundamentals_of_Materials_Instructors_Example 3.34,Materials: Metals,openai/gpt-4o-mini,text_only,1014.56,4.21,N,llm_only,20612
Fundamentals_of_Materials_Instructors_Example 3.37,Materials: Metals,openai/gpt-4o-mini,text_only,6,0.686,N,llm_only,18306
Fundamentals_of_Materials_Instructors_Example 3.39,Materials: Semiconductors,openai/gpt-4o-mini,text_only,109.5,109.48,Y,llm_only,6802
Fundamentals_of_Materials_Instructors_Example 3.40,Materials: Semiconductors,openai/gpt-4o-mini,text_only,3.51,3.54,N,llm_only,20868
Fundamentals_of_Materials_Instructors_Example 3.41,Materials: Metals,openai/gpt-4o-mini,text_only,2.44,4.11,N,llm_only,19085
Fundamentals_of_Materials_Instructors_Example 3.43,Materials: Metals,openai/gpt-4o-mini,text_only,97.54,1.19,N,llm_only,23179
Fundamentals_of_Materials_Instructors_Example 3.59,Materials: Metals,openai/gpt-4o-mini,text_only,"(1, 1, 0), (1, 1, 0)","([1 1 0], [1 1 0])",Y,llm_only,19909
Fundamentals_of_Materials_Instructors_Example 3.60,Materials: Metals,openai/gpt-4o-mini,text_only,4,"([4 3 6], [4 3 6])",N,llm_only,21246
Fundamentals_of_Materials_Instructors_Example 3.62,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,"((1, 1, -2, 0), (0, 0, 0, -1))","([1 1 -2 0], [0 0 0 -1])",Y,llm_only,11091
Fundamentals_of_Materials_Instructors_Example 3.77,Materials: Metals,openai/gpt-4o-mini,text_only,"((1, 1, -2, 1), (0, -1, 1, 2))","((1 1 -2 1), (0 -1 1 2))",Y,llm_only,10994
Fundamentals_of_Materials_Instructors_Example 3.80,Materials: Metals,openai/gpt-4o-mini,text_only,6,"($\frac{1}{2 R \sqrt{2}}$, $\frac{1}{2 R \sqrt{6}}$, 2.76e9, 1.59e9)",N,llm_only,26678
Fundamentals_of_Materials_Instructors_Example 3.81,Materials: Metals,openai/gpt-4o-mini,text_only,3,"($\frac{\sqrt{3}}{4R\sqrt{2}}$, $\frac{1}{2 R}$, 2.47e9, 4.03e9)",N,llm_only,22957
Fundamentals_of_Materials_Instructors_Example 3.82,Materials: Metals,openai/gpt-4o-mini,text_only,-2,"($\frac{1}{4R^2}$, $\frac{1}{2 R^{2} \sqrt{3}}$, 12.23, 14.12)",N,llm_only,22882
Fundamentals_of_Materials_Instructors_Example 3.83,Materials: Metals,openai/gpt-4o-mini,text_only,5,"($\frac{3}{16 R^{2}}$, $\frac{3}{8 R^{2} \sqrt{2}}$,1.014e19, 1.434e19)",N,llm_only,19402
Fundamentals_of_Materials_Instructors_Example 3.84,Materials: Metals,openai/gpt-4o-mini,text_only,"\left( \frac{1}{\sqrt{3} R^2}, 27.52 \right)","($\frac{1}{2 R^{2} \sqrt{3}}$, 1.373e19)",N,llm_only,16529
Fundamentals_of_Materials_Instructors_Example 3.86,Materials: Semiconductors,openai/gpt-4o-mini,text_only,\frac{1}{3},2/3,N,llm_only,9776
Fundamentals_of_Materials_Instructors_Example 3.87,Materials: Ceramics,openai/gpt-4o-mini,text_only,1,1/2,N,llm_only,25911
Fundamentals_of_Materials_Instructors_Example 3.88,Materials: Metals,openai/gpt-4o-mini,text_only,"\left(\frac{1}{4}, \frac{1}{2}\right)","(0, 2/3)",N,llm_only,13364
Fundamentals_of_Materials_Instructors_Example 3.90,Materials: Metals,openai/gpt-4o-mini,text_only,"\left( \frac{1}{d_{hkl}^{2}} = \frac{h^{2} + k^{2} + l^{2}}{a^{2}}, \frac{1}{d_{hkl}^{2}} = \frac{h^{2} + k^{2}}{a^{2}} + \frac{l^{2}}{c^{2}} \right)","($\frac{1}{d{h k l}^{2}}=\frac{h^{2}+k^{2}+l^{2}}{a^{2}}$, $\frac{1}{d{h k l}^{2}}=\frac{h^{2}+k^{2}}{a^{2}}+\frac{l^{2}}{c^{2}}$)",Y,llm_only,20081
Fundamentals_of_Materials_Instructors_Example 3.91,Materials: Metals,openai/gpt-4o-mini,text_only,0.285,0.2860,Y,llm_only,13610
Fundamentals_of_Materials_Instructors_Example 3.92,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.1651, 0.1170)","(0.1655, 0.1170)",Y,llm_only,14254
Fundamentals_of_Materials_Instructors_Example 3.93,Materials: Metals,openai/gpt-4o-mini,text_only,22.9,45.88,N,llm_only,20761
Fundamentals_of_Materials_Instructors_Example 3.94,Materials: Metals,openai/gpt-4o-mini,text_only,56.8,56.84,Y,llm_only,12641
Fundamentals_of_Materials_Instructors_Example 3.95,Materials: Metals,openai/gpt-4o-mini,text_only,0.0707,"(0.1147, 0.1345)",N,llm_only,18761
Fundamentals_of_Materials_Instructors_Example 3.96,Materials: Metals,openai/gpt-4o-mini,text_only,0.091375,"(0.1348, 0.1429)",N,llm_only,20744
Fundamentals_of_Materials_Instructors_Example 3.97,Materials: Metals,openai/gpt-4o-mini,text_only,0.1243,(1 1 1),N,llm_only,21971
Fundamentals_of_Materials_Instructors_Example 3.98,Materials: Metals,openai/gpt-4o-mini,text_only,2,(3 1 0),Y,llm_only,18185
Fundamentals_of_Materials_Instructors_Example 3.104,Materials: Metals,openai/gpt-4o-mini,text_only,10,0.122,Y,llm_only,18632
Fundamentals_of_Materials_Instructors_Example 3.106,Materials: Metals,openai/gpt-4o-mini,text_only,0.439,0.219,N,llm_only,24190
Fundamentals_of_Materials_Instructors_Example 4.5,Materials: Polymers,openai/gpt-4o-mini,text_only,1.00,"(49800, 55200, 498)",N,llm_only,23638
Fundamentals_of_Materials_Instructors_Example 4.6,Materials: Polymers,openai/gpt-4o-mini,text_only,2,"(47720, 53720)",N,llm_only,19541
Fundamentals_of_Materials_Instructors_Example 4.8,Materials: Polymers,openai/gpt-4o-mini,text_only,35,29.0,N,llm_only,27489
Fundamentals_of_Materials_Instructors_Example 4.10,Materials: Polymers,openai/gpt-4o-mini,text_only,"(649400.88, 950950.16)","(795000, 474600)",N,llm_only,17466
Fundamentals_of_Materials_Instructors_Example 4.16,Materials: Polymers,openai/gpt-4o-mini,text_only,18667,9333,N,llm_only,18600
Fundamentals_of_Materials_Instructors_Example 4.20,Materials: Polymers,openai/gpt-4o-mini,text_only,"(0.447, 0.553)","(0.45, 0.55)",Y,llm_only,10738
Fundamentals_of_Materials_Instructors_Example 4.25,Materials: Polymers,openai/gpt-4o-mini,text_only,1.382,"(1.450, 1.300, 57.4)",Y,llm_only,21779
Fundamentals_of_Materials_Instructors_Example 4.26,Materials: Polymers,openai/gpt-4o-mini,text_only,0.995,"(0.841, 0.946, 0.917)",N,llm_only,20230
Fundamentals_of_Materials_Instructors_Example 5.1,Materials: Metals,openai/gpt-4o-mini,text_only,1.156 \times 10^{23},1.156E+23,Y,llm_only,13490
Fundamentals_of_Materials_Instructors_Example 5.2,Materials: Metals,openai/gpt-4o-mini,text_only,4.41 \times 10^{-4},4.41E-04,Y,llm_only,14547
Fundamentals_of_Materials_Instructors_Example 5.3,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.000454, 2.75 \times 10^{-16}, 1.65 \times 10^{12})","(4.56e-4, 6.08e-16, 7.5e11)",N,llm_only,17795
Fundamentals_of_Materials_Instructors_Example 5.4,Materials: Metals,openai/gpt-4o-mini,text_only,900,3.52E+24,Y,llm_only,17904
Fundamentals_of_Materials_Instructors_Example 5.5,Materials: Metals,openai/gpt-4o-mini,text_only,4,1.40,N,llm_only,16531
Fundamentals_of_Materials_Instructors_Example 5.7,Materials: Metals,openai/gpt-4o-mini,text_only,8.56 \times 10^{-11},7.87E-06,N,llm_only,12480
Fundamentals_of_Materials_Instructors_Example 5.8,Materials: Metals,openai/gpt-4o-mini,text_only,350,8.24E+23,N,llm_only,21874
Fundamentals_of_Materials_Instructors_Example 5.21,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.036204, 0.962)","(0.036, 0.97)",Y,llm_only,14833
Fundamentals_of_Materials_Instructors_Example 5.23,Materials: Metals,openai/gpt-4o-mini,text_only,"(87.7, 12.1)","(87.9, 12.1)",Y,llm_only,9489
Fundamentals_of_Materials_Instructors_Example 5.24,Materials: Metals,openai/gpt-4o-mini,text_only,"(3.22, 96.78)","(3.23, 96.77)",Y,llm_only,15673
Fundamentals_of_Materials_Instructors_Example 5.25,Materials: Metals,openai/gpt-4o-mini,text_only,"(1.68, 98.32)","(1.68, 98.32)",Y,llm_only,17925
Fundamentals_of_Materials_Instructors_Example 5.26,Materials: Metals,openai/gpt-4o-mini,text_only,"(99.1, 0.188, 0.943)","(98.87, 0.19, 0.94)",N,llm_only,12346
Fundamentals_of_Materials_Instructors_Example 5.27,Materials: Metals,openai/gpt-4o-mini,text_only,"(42.0, 58.0)","(41.9, 58.1)",Y,llm_only,13551
Fundamentals_of_Materials_Instructors_Example 5.28,Materials: Metals,openai/gpt-4o-mini,text_only,46.1,"(44.8, 46.2, 9.0)",N,llm_only,16756
Fundamentals_of_Materials_Instructors_Example 5.30,Materials: Metals,openai/gpt-4o-mini,text_only,3.30 \times 10^{28},3.3E+28,Y,llm_only,12363
Fundamentals_of_Materials_Instructors_Example 5.31,Materials: Metals,openai/gpt-4o-mini,text_only,8.316 \times 10^{28},8.33E+28,Y,llm_only,10486
Fundamentals_of_Materials_Instructors_Example 5.32,Materials: Metals,openai/gpt-4o-mini,text_only,19.6,19.6,Y,llm_only,16534
Fundamentals_of_Materials_Instructors_Example 5.33,Materials: Semiconductors,openai/gpt-4o-mini,text_only,2.33 \times 10^{-4},2.57E-06,N,llm_only,14770
Fundamentals_of_Materials_Instructors_Example 5.34,Materials: Metals,openai/gpt-4o-mini,text_only,4.47,4.38,N,llm_only,12657
Fundamentals_of_Materials_Instructors_Example 5.38,Materials: Metals,openai/gpt-4o-mini,text_only,1.838 \times 10^{22},1.73E+22,N,llm_only,20424
Fundamentals_of_Materials_Instructors_Example 5.39,Materials: Metals,openai/gpt-4o-mini,text_only,1.55 \times 10^{21},1.02E+22,N,llm_only,23375
Fundamentals_of_Materials_Instructors_Example 5.41,Materials: Metals,openai/gpt-4o-mini,text_only,0.00923,9.31E-03,Y,llm_only,16912
Fundamentals_of_Materials_Instructors_Example 5.42,Materials: Metals,openai/gpt-4o-mini,text_only,5.00 \times 10^{21},4.99E+21,Y,llm_only,14374
Fundamentals_of_Materials_Instructors_Example 5.44,Materials: Metals,openai/gpt-4o-mini,text_only,14.65,15.9,N,llm_only,14328
Fundamentals_of_Materials_Instructors_Example 5.45,Materials: Semiconductors,openai/gpt-4o-mini,text_only,11.14,11.7,Y,llm_only,15841
Fundamentals_of_Materials_Instructors_Example 5.46,Materials: Semiconductors,openai/gpt-4o-mini,text_only,0,"(1.43e-5, 1.30e-5)",N,llm_only,19715
Fundamentals_of_Materials_Instructors_Example 5.47,Materials: Metals,openai/gpt-4o-mini,text_only,0.0240,0.289,N,llm_only,18230
Fundamentals_of_Materials_Instructors_Example 5.57,Structures: Micro/Nano-structure,openai/gpt-4o-mini,text_only,"(320000, 32)","(32, 320000)",N,llm_only,7950
Fundamentals_of_Materials_Instructors_Example 5.58,Materials: Metals,openai/gpt-4o-mini,text_only,22,8.6,N,llm_only,11355
Fundamentals_of_Materials_Instructors_Example 5.59,Materials: Metals,openai/gpt-4o-mini,text_only,18,4.8,N,llm_only,12682
Fundamentals_of_Materials_Instructors_Example 5.62,Materials: Metals,openai/gpt-4o-mini,text_only,2.71,2.38,Y,llm_only,16698
Fundamentals_of_Materials_Instructors_Example 5.63,Materials: Metals,openai/gpt-4o-mini,text_only,5.0,2.83,N,llm_only,22937
Fundamentals_of_Materials_Instructors_Example 5.64,Materials: Metals,openai/gpt-4o-mini,text_only,1.95,1.49E+24,N,llm_only,19958
Fundamentals_of_Materials_Instructors_Example 5.65,Materials: Metals,openai/gpt-4o-mini,text_only,"(2.62, 97.38)","(2.6, 97.4)",Y,llm_only,11539
Fundamentals_of_Materials_Instructors_Example 5.66,Materials: Metals,openai/gpt-4o-mini,text_only,"(96.44, 3.56)","(96.4, 3.6)",Y,llm_only,14747
Fundamentals_of_Materials_Instructors_Example 6.8,Materials: Metals,openai/gpt-4o-mini,text_only,0.00407,4.1E-03,Y,llm_only,25441
Fundamentals_of_Materials_Instructors_Example 6.9,Materials: Metals,openai/gpt-4o-mini,text_only,0.002775,2.78,N,llm_only,13488
Fundamentals_of_Materials_Instructors_Example 6.10,Materials: Metals,openai/gpt-4o-mini,text_only,1,2.3E-11,N,llm_only,24502
Fundamentals_of_Materials_Instructors_Example 6.11,Materials: Metals,openai/gpt-4o-mini,text_only,-7,8.72E-15,N,llm_only,18408
Fundamentals_of_Materials_Instructors_Example 6.13,Materials: Metals,openai/gpt-4o-mini,text_only,-0.0080,31.3,N,llm_only,18407
Fundamentals_of_Materials_Instructors_Example 6.14,Materials: Metals,openai/gpt-4o-mini,text_only,0.981,0.932,Y,llm_only,17498
Fundamentals_of_Materials_Instructors_Example 6.15,Materials: Metals,openai/gpt-4o-mini,text_only,25,0.075,Y,llm_only,23376
Fundamentals_of_Materials_Instructors_Example 6.17,Materials: Metals,openai/gpt-4o-mini,text_only,50,0.697,N,llm_only,23548
Fundamentals_of_Materials_Instructors_Example 6.19,Materials: Metals,openai/gpt-4o-mini,text_only,135,135,Y,llm_only,15620
Fundamentals_of_Materials_Instructors_Example 6.20,Materials: Metals,openai/gpt-4o-mini,text_only,"(2.016 \times 10^{-10}, 4.6 \times 10^{-11})","(1.40e-10, 5.86e-12)",N,llm_only,18102
Fundamentals_of_Materials_Instructors_Example 6.21,Materials: Metals,openai/gpt-4o-mini,text_only,1.21 \times 10^{-14},9.64E-15,N,llm_only,17857
Fundamentals_of_Materials_Instructors_Example 6.22,Materials: Metals,openai/gpt-4o-mini,text_only,3.67 \times 10^{-12},6E-12,N,llm_only,15387
Fundamentals_of_Materials_Instructors_Example 6.23,Materials: Metals,openai/gpt-4o-mini,text_only,24150.5,901,N,llm_only,25492
Fundamentals_of_Materials_Instructors_Example 6.24,Materials: Metals,openai/gpt-4o-mini,text_only,17870.5,948,N,llm_only,21441
Fundamentals_of_Materials_Instructors_Example 6.25,Materials: Metals,openai/gpt-4o-mini,text_only,17163.5,1427,N,llm_only,13948
Fundamentals_of_Materials_Instructors_Example 6.26,Materials: Metals,openai/gpt-4o-mini,text_only,2,4.8E-13,Y,llm_only,17931
Fundamentals_of_Materials_Instructors_Example 6.27,Materials: Metals,openai/gpt-4o-mini,text_only,-24.5,"(3.5e-4, 315700, 1.1e-14)",N,llm_only,19924
Fundamentals_of_Materials_Instructors_Example 6.28,Materials: Metals,openai/gpt-4o-mini,text_only,1,"(1.05e-5, 138300, 3.8e-12)",N,llm_only,20585
Fundamentals_of_Materials_Instructors_Example 6.32,Materials: Metals,openai/gpt-4o-mini,text_only,10.588,884,N,llm_only,19865
Fundamentals_of_Materials_Instructors_Example 6.33,Materials: Metals,openai/gpt-4o-mini,text_only,-0.0000099,1.21E-08,N,llm_only,20814
Fundamentals_of_Materials_Instructors_Example 6.34,Materials: Metals,openai/gpt-4o-mini,text_only,5,1381,N,llm_only,22156
Fundamentals_of_Materials_Instructors_Example 6.35,Properties: Optical,openai/gpt-4o-mini,text_only,159.0,"(4.81e-14, 1.08)",N,llm_only,25424
Fundamentals_of_Materials_Instructors_Example 6.38,Materials: Metals,openai/gpt-4o-mini,text_only,36000,0.66,N,llm_only,18567
Fundamentals_of_Materials_Instructors_Example 6.39,Materials: Metals,openai/gpt-4o-mini,text_only,-9,120700,N,llm_only,20775
Fundamentals_of_Materials_Instructors_Example 6.40,Materials: Metals,openai/gpt-4o-mini,text_only,-10,4.61,N,llm_only,22406
Fundamentals_of_Materials_Instructors_Example 6.41,Materials: Metals,openai/gpt-4o-mini,text_only,0,1283,N,llm_only,20410
Fundamentals_of_Materials_Instructors_Example 6.42,Materials: Metals,openai/gpt-4o-mini,text_only,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5.44E+25,N,llm_only,21738
Fundamentals_of_Materials_Instructors_Example 6.43,Materials: Semiconductors,openai/gpt-4o-mini,text_only,6300,"(3.63e17, 1.23, 0.343)",N,llm_only,24261
Fundamentals_of_Materials_Instructors_Example 6.44,Materials: Semiconductors,openai/gpt-4o-mini,text_only,925,1.53,N,llm_only,19837
Fundamentals_of_Materials_Instructors_Example 6.45,Materials: Polymers,openai/gpt-4o-mini,text_only,2,2.7E-07,Y,llm_only,19704
Fundamentals_of_Materials_Instructors_Example 6.46,Materials: Polymers,openai/gpt-4o-mini,text_only,7.33 \times 10^{-11},7.3E-14,N,llm_only,18619
Fundamentals_of_Materials_Instructors_Example 6.47,Materials: Polymers,openai/gpt-4o-mini,text_only,2.60 \times 10^{-6},2.8E-07,N,llm_only,21261
Fundamentals_of_Materials_Instructors_Example 6.48,Materials: Metals,openai/gpt-4o-mini,text_only,000,568,N,llm_only,25093
Fundamentals_of_Materials_Instructors_Example 6.49,Materials: Metals,openai/gpt-4o-mini,text_only,1.0075 \times 10^{-13},4.7E-13,N,llm_only,13358
Fundamentals_of_Materials_Instructors_Example 7.3,Materials: Metals,openai/gpt-4o-mini,text_only,0.00139,1.39E-03,Y,llm_only,10866
Fundamentals_of_Materials_Instructors_Example 7.4,Materials: Metals,openai/gpt-4o-mini,text_only,4.75,475,N,llm_only,13046
Fundamentals_of_Materials_Instructors_Example 7.5,Materials: Metals,openai/gpt-4o-mini,text_only,71.4,71.2,Y,llm_only,14865
Fundamentals_of_Materials_Instructors_Example 7.6,Materials: Metals,openai/gpt-4o-mini,text_only,0.0138,13.8,Y,llm_only,16447
Fundamentals_of_Materials_Instructors_Example 7.7,Materials: Metals,openai/gpt-4o-mini,text_only,"(44850, 0.330)","(44850, 76.25)",N,llm_only,21640
Fundamentals_of_Materials_Instructors_Example 7.8,Materials: Metals,openai/gpt-4o-mini,text_only,0.298,9.5,N,llm_only,22352
Fundamentals_of_Materials_Instructors_Example 7.9,Materials: Metals,openai/gpt-4o-mini,text_only,"(107, 207, 69, 207)","(100.5, 203.7, 69.1, 200.8)",N,llm_only,5364
Fundamentals_of_Materials_Instructors_Example 7.15,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.325, -0.245)","(0.325, -5.9e-3)",N,llm_only,16834
Fundamentals_of_Materials_Instructors_Example 7.16,Materials: Metals,openai/gpt-4o-mini,text_only,25.8,7800,N,llm_only,13938
Fundamentals_of_Materials_Instructors_Example 7.17,Materials: Metals,openai/gpt-4o-mini,text_only,0.366,0.367,Y,llm_only,23890
Fundamentals_of_Materials_Instructors_Example 7.18,Materials: Metals,openai/gpt-4o-mini,text_only,,105.69,N,llm_only,22051
Fundamentals_of_Materials_Instructors_Example 7.19,Materials: Metals,openai/gpt-4o-mini,text_only,9.97 \times 10^9,100,N,llm_only,16760
Fundamentals_of_Materials_Instructors_Example 7.24,Materials: Metals,openai/gpt-4o-mini,text_only,-0,"(-1.41e-3, -0.40e-2, -1.0e-2)",N,llm_only,22483
Fundamentals_of_Materials_Instructors_Example 7.25,Materials: Metals,openai/gpt-4o-mini,text_only,0.055,"(1.64, 1.15, 0.56)",N,llm_only,20647
Fundamentals_of_Materials_Instructors_Example 7.30,Materials: Metals,openai/gpt-4o-mini,text_only,7,1.4E+06,N,llm_only,24404
Fundamentals_of_Materials_Instructors_Example 7.31,Materials: Metals,openai/gpt-4o-mini,text_only,45,1.96E+05,N,llm_only,21690
Fundamentals_of_Materials_Instructors_Example 7.37,Materials: Metals,openai/gpt-4o-mini,text_only,"(59.76, 46.00)","(60, 46)",Y,llm_only,17174
Fundamentals_of_Materials_Instructors_Example 7.39,Materials: Metals,openai/gpt-4o-mini,text_only,3,"(1.66e6, 7.44e5, 5.48e5, 2.22e6)",Y,llm_only,23992
Fundamentals_of_Materials_Instructors_Example 7.40,Materials: Metals,openai/gpt-4o-mini,text_only,928,926,Y,llm_only,24419
Fundamentals_of_Materials_Instructors_Example 7.41,Materials: Metals,openai/gpt-4o-mini,text_only,1.472,1.47,Y,llm_only,12481
