question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.3,Materials: Metals,openai/o4-mini,text_only,"(84,\;4.23,\;1.77)","(84, 4.2, 1.8)",N,llm_only,12535
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.4,Materials: Metals,openai/o4-mini,text_only,1.9\times10^{15},1.22E+16,N,llm_only,14815
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.5,Properties: Optical,openai/o4-mini,text_only,80.5,80.5,N,llm_only,13929
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.6,Materials: Glasses,openai/o4-mini,text_only,"(93.11\%,94.06\%)","(96.4, 97.0)",N,llm_only,10404
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.7,Materials: Semiconductors,openai/o4-mini,text_only,"(2.44,3.07\times10^{5})","(2.45, 3.1e7)",N,llm_only,21788
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 9.1,Properties: Optical,openai/o4-mini,text_only,"(18,11.5)","(17, 11.458)",N,llm_only,14800
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 9.4,Materials: Semiconductors,openai/o4-mini,text_only,2.72\times10^{-3},2.72,Y,llm_only,11622
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 10.3,Materials: Ceramics,openai/o4-mini,text_only,"(0.0251,\;500,\;7.225\times10^{-5},\;0.1445)","(25.1 \times 10^{-3}, 5000, 7.225 \times 10^{-5}, 0.145)",N,llm_only,26303
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 10.5,Materials: Metals,openai/o4-mini,text_only,"(0.77,\;112)","(0.77,  112.2)",Y,llm_only,24652
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 10.6,Materials: Polymers,openai/o4-mini,text_only,4.0\times10^3,4058,N,llm_only,16354
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 11.2,Materials: Metals,openai/o4-mini,text_only,4,4,N,llm_only,13985
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 11.3,Materials: Metals,openai/o4-mini,text_only,"(8.38\times10^{-4},0.754)","(8.38 \times 10^{-4}, 0.838)",N,llm_only,12639
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 11.5,Materials: Metals,openai/o4-mini,text_only,0.636,0.64,N,llm_only,17143
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 11.6,Materials: Elastomers,openai/o4-mini,text_only,2.85\times10^{-8},28.5,N,llm_only,12942
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 11.7,Materials: Metals,openai/o4-mini,text_only,"(3.77\times10^{-4},\;3.77,\;2.1\times10^{4},\;0.88)","(3.78 \times 10^{-4}, 3.78, 21000, 0.88)",Y,llm_only,18474
Fundamentals_of_Materials_Instructors_Example 2.2,Materials: Semiconductors,openai/o4-mini,text_only,28.0854,28.0854,Y,llm_only,16040
Fundamentals_of_Materials_Instructors_Example 2.3,Materials: Metals,openai/o4-mini,text_only,65.396,65.400,N,llm_only,24074
Fundamentals_of_Materials_Instructors_Example 2.4,Materials: Metals,openai/o4-mini,text_only,"(0.043, 0.957)","(0.043, 0.957)",N,llm_only,11708
Fundamentals_of_Materials_Instructors_Example 2.5,Structures: Composites,openai/o4-mini,text_only,"(1.660539\times10^{-24},\;2.731596\times10^{26})","(1.66e-24, 2.73e26)",Y,llm_only,15217
Fundamentals_of_Materials_Instructors_Example 2.15,Fundamental: Diffusion & Kinetics,openai/o4-mini,text_only,5.91\times10^{-10},5.91E-10,N,llm_only,13020
Fundamentals_of_Materials_Instructors_Example 2.16,Fundamental: Phase Diagram,openai/o4-mini,text_only,"(1.10\times10^{-8},1.10\times10^{-8})","(1.10e-8, -1.10e-8)",Y,llm_only,21761
Fundamentals_of_Materials_Instructors_Example 2.17,Materials: Metals,openai/o4-mini,text_only,0.155,0.155,N,llm_only,14476
Fundamentals_of_Materials_Instructors_Example 2.18,Materials: Metals,openai/o4-mini,text_only,-\frac{n-1}{n}A\Bigl(\frac{A}{nB}\Bigr)^{\frac{1}{n-1}},"$$
E{0}=-\frac{A}{\left(\frac{A}{n B}\right)^{1 /(1-n)}}+\frac{B}{\left(\frac{A}{n B}\right)^{n /(1-n)}}
$$",N,llm_only,11682
Fundamentals_of_Materials_Instructors_Example 2.21,Materials: Metals,openai/o4-mini,text_only,"\bigl(De^{-r_{0}/\rho}(1-\tfrac{r_{0}}{\rho}),\;\tfrac{C\rho}{r_{0}^{2}}(1-\tfrac{r_{0}}{\rho})\bigr)","($$E{0}=D\left(1-\frac{r{0}}{\rho}\right) \exp \left(-\frac{r{0}}{\rho}\right)$$, $$E{0}=\frac{C}{r{0}}\left(\frac{\rho}{r{0}}-1\right)$$)",Y,llm_only,13752
Fundamentals_of_Materials_Instructors_Example 2.26,Materials: Metals,openai/o4-mini,text_only,0,0,Y,llm_only,4998
Fundamentals_of_Materials_Instructors_Example 3.2,Materials: Metals,openai/o4-mini,text_only,1.21\times10^{-28},1.213E-28,N,llm_only,9444
Fundamentals_of_Materials_Instructors_Example 3.3,Fundamental: Crystal Structure,openai/o4-mini,text_only,\frac{4R}{\sqrt{3}},"$$
a=\frac{4 R}{\sqrt{3}}
$$",Y,llm_only,9639
Fundamentals_of_Materials_Instructors_Example 3.4,Materials: Semiconductors,openai/o4-mini,text_only,\sqrt{\tfrac{8}{3}},1.633,N,llm_only,9377
Fundamentals_of_Materials_Instructors_Example 3.6,Fundamental: Crystal Structure,openai/o4-mini,text_only,\frac{\pi}{3\sqrt{2}},0.74,N,llm_only,18601
Fundamentals_of_Materials_Instructors_Example 3.7,Materials: Metals,openai/o4-mini,text_only,10.21,10.22,N,llm_only,18154
Fundamentals_of_Materials_Instructors_Example 3.8,Fundamental: Crystal Structure,openai/o4-mini,text_only,2.59,2.59,N,llm_only,12225
Fundamentals_of_Materials_Instructors_Example 3.9,Materials: Metals,openai/o4-mini,text_only,1.38\times10^{-8},0.138,N,llm_only,13451
Fundamentals_of_Materials_Instructors_Example 3.10,Materials: Metals,openai/o4-mini,text_only,1.43\times10^{-10},0.143,N,llm_only,21497
Fundamentals_of_Materials_Instructors_Example 3.12,Materials: Metals,openai/o4-mini,text_only,"(1.06\times10^{-28},\;4.68\times10^{-10})","(1.058e-28, 0.468)",N,llm_only,18508
Fundamentals_of_Materials_Instructors_Example 3.13,Materials: Metals,openai/o4-mini,text_only,"(1.39\times10^{-22},5.21\times10^{-8})","(1.39e-22, 0.521)",N,llm_only,68706
Fundamentals_of_Materials_Instructors_Example 3.17,Fundamental: Crystal Structure,openai/o4-mini,text_only,0.536,0.536,Y,llm_only,16834
Fundamentals_of_Materials_Instructors_Example 3.18,Fundamental: Crystal Structure,openai/o4-mini,text_only,"(4,7.316)","(4.0, 7.31)",Y,llm_only,23764
Fundamentals_of_Materials_Instructors_Example 3.19,Materials: Metals,openai/o4-mini,text_only,"(0.04867,\;1.846)","(4.87e-23, 1.84)",Y,llm_only,56149
Fundamentals_of_Materials_Instructors_Example 3.20,Materials: Metals,openai/o4-mini,text_only,1.60\times10^{-8},0.160,N,llm_only,31761
Fundamentals_of_Materials_Instructors_Example 3.21,Materials: Metals,openai/o4-mini,text_only,0.06636,6.64E-02,N,llm_only,28328
Fundamentals_of_Materials_Instructors_Example 3.23,Materials: Metals,openai/o4-mini,text_only,0.225,0.225,Y,llm_only,13033
Fundamentals_of_Materials_Instructors_Example 3.25,Materials: Metals,openai/o4-mini,text_only,0.732,0.732,Y,llm_only,14124
Fundamentals_of_Materials_Instructors_Example 3.28,Materials: Metals,openai/o4-mini,text_only,0.793,0.793,Y,llm_only,22120
Fundamentals_of_Materials_Instructors_Example 3.29,Materials: Metals,openai/o4-mini,text_only,0.843,0.842,N,llm_only,28668
Fundamentals_of_Materials_Instructors_Example 3.31,Materials: Metals,openai/o4-mini,text_only,6.79,6.80,N,llm_only,19979
Fundamentals_of_Materials_Instructors_Example 3.32,Materials: Metals,openai/o4-mini,text_only,4.38\times10^{-8},0.437,N,llm_only,15748
Fundamentals_of_Materials_Instructors_Example 3.33,Materials: Glasses,openai/o4-mini,text_only,"(8,16)","(8, 16)",Y,llm_only,16664
Fundamentals_of_Materials_Instructors_Example 3.34,Materials: Metals,openai/o4-mini,text_only,4.20,4.21,N,llm_only,18182
Fundamentals_of_Materials_Instructors_Example 3.37,Materials: Metals,openai/o4-mini,text_only,0.687,0.686,Y,llm_only,19860
Fundamentals_of_Materials_Instructors_Example 3.39,Materials: Semiconductors,openai/o4-mini,text_only,109.47,109.48,N,llm_only,12510
Fundamentals_of_Materials_Instructors_Example 3.40,Materials: Semiconductors,openai/o4-mini,text_only,3.54,3.54,Y,llm_only,23056
Fundamentals_of_Materials_Instructors_Example 3.41,Materials: Metals,openai/o4-mini,text_only,4.10,4.11,N,llm_only,17582
Fundamentals_of_Materials_Instructors_Example 3.43,Materials: Metals,openai/o4-mini,text_only,-1.17,1.19,N,llm_only,37615
Fundamentals_of_Materials_Instructors_Example 3.59,Materials: Metals,openai/o4-mini,text_only,"([110],[110])","([1 1 0], [1 1 0])",Y,llm_only,15667
Fundamentals_of_Materials_Instructors_Example 3.60,Materials: Metals,openai/o4-mini,text_only,"([436],[436])","([4 3 6], [4 3 6])",Y,llm_only,16979
Fundamentals_of_Materials_Instructors_Example 3.62,Fundamental: Crystal Structure,openai/o4-mini,text_only,"([11\overline{2}0],[000\overline{1}])","([1 1 -2 0], [0 0 0 -1])",Y,llm_only,14239
Fundamentals_of_Materials_Instructors_Example 3.77,Materials: Metals,openai/o4-mini,text_only,"(1,1,-2,1),(0,-1,1,2)","((1 1 -2 1), (0 -1 1 2))",Y,llm_only,26894
Fundamentals_of_Materials_Instructors_Example 3.80,Materials: Metals,openai/o4-mini,text_only,"\left(\frac{1}{2\sqrt2R},\frac{1}{2\sqrt6R},2.76,1.59\right)","($\frac{1}{2 R \sqrt{2}}$, $\frac{1}{2 R \sqrt{6}}$, 2.76e9, 1.59e9)",Y,llm_only,32469
Fundamentals_of_Materials_Instructors_Example 3.81,Materials: Metals,openai/o4-mini,text_only,"\bigl(\tfrac{\sqrt6}{8R},\;\tfrac1{2R},\;2.47,\;4.03\bigr)","($\frac{\sqrt{3}}{4R\sqrt{2}}$, $\frac{1}{2 R}$, 2.47e9, 4.03e9)",Y,llm_only,30487
Fundamentals_of_Materials_Instructors_Example 3.82,Materials: Metals,openai/o4-mini,text_only,"\left(\frac{1}{8R^2},\;\frac{1}{\sqrt3R^2},\;6.11,\;28.2\right)","($\frac{1}{4R^2}$, $\frac{1}{2 R^{2} \sqrt{3}}$, 12.23, 14.12)",N,llm_only,24679
Fundamentals_of_Materials_Instructors_Example 3.83,Materials: Metals,openai/o4-mini,text_only,"\left(\frac{3}{16R^2},\;\frac{3\sqrt2}{16R^2},\;10.14,\;14.34\right)","($\frac{3}{16 R^{2}}$, $\frac{3}{8 R^{2} \sqrt{2}}$,1.014e19, 1.434e19)",Y,llm_only,69567
Fundamentals_of_Materials_Instructors_Example 3.84,Materials: Metals,openai/o4-mini,text_only,"\left(\frac{1}{3\sqrt{3}R^2},\;9.15\right)","($\frac{1}{2 R^{2} \sqrt{3}}$, 1.373e19)",N,llm_only,26659
Fundamentals_of_Materials_Instructors_Example 3.86,Materials: Semiconductors,openai/o4-mini,text_only,\tfrac{2}{3},2/3,N,llm_only,14084
Fundamentals_of_Materials_Instructors_Example 3.87,Materials: Ceramics,openai/o4-mini,text_only,\tfrac{1}{2},1/2,Y,llm_only,18807
Fundamentals_of_Materials_Instructors_Example 3.88,Materials: Metals,openai/o4-mini,text_only,"(0,\tfrac{2}{3})","(0, 2/3)",Y,llm_only,19975
Fundamentals_of_Materials_Instructors_Example 3.90,Materials: Metals,openai/o4-mini,text_only,"\Bigl(\frac1{d^2}=\frac{h^2+k^2+l^2}{a^2},\;\frac1{d^2}=\frac{h^2+k^2}{a^2}+\frac{l^2}{c^2}\Bigr)","($\frac{1}{d{h k l}^{2}}=\frac{h^{2}+k^{2}+l^{2}}{a^{2}}$, $\frac{1}{d{h k l}^{2}}=\frac{h^{2}+k^{2}}{a^{2}}+\frac{l^{2}}{c^{2}}$)",Y,llm_only,13524
Fundamentals_of_Materials_Instructors_Example 3.91,Materials: Metals,openai/o4-mini,text_only,0.2864,0.2860,Y,llm_only,15157
Fundamentals_of_Materials_Instructors_Example 3.92,Materials: Metals,openai/o4-mini,text_only,"0.1655,0.1170","(0.1655, 0.1170)",N,llm_only,20814
Fundamentals_of_Materials_Instructors_Example 3.93,Materials: Metals,openai/o4-mini,text_only,22.94,45.88,N,llm_only,12872
Fundamentals_of_Materials_Instructors_Example 3.94,Materials: Metals,openai/o4-mini,text_only,56.9,56.84,Y,llm_only,12039
Fundamentals_of_Materials_Instructors_Example 3.95,Materials: Metals,openai/o4-mini,text_only,"(0.0603,0.0707)","(0.1147, 0.1345)",N,llm_only,12975
Fundamentals_of_Materials_Instructors_Example 3.96,Materials: Metals,openai/o4-mini,text_only,"(0.1347,0.1429)","(0.1348, 0.1429)",N,llm_only,18078
Fundamentals_of_Materials_Instructors_Example 3.97,Materials: Metals,openai/o4-mini,text_only,(111),(1 1 1),Y,llm_only,23171
Fundamentals_of_Materials_Instructors_Example 3.98,Materials: Metals,openai/o4-mini,text_only,310,(3 1 0),N,llm_only,15661
Fundamentals_of_Materials_Instructors_Example 3.104,Materials: Metals,openai/o4-mini,text_only,1.22\times10^{-8},0.122,N,llm_only,33603
Fundamentals_of_Materials_Instructors_Example 3.106,Materials: Metals,openai/o4-mini,text_only,1.75,0.219,N,llm_only,17129
Fundamentals_of_Materials_Instructors_Example 4.5,Materials: Polymers,openai/o4-mini,text_only,"(49800,55200,996)","(49800, 55200, 498)",N,llm_only,13272
Fundamentals_of_Materials_Instructors_Example 4.6,Materials: Polymers,openai/o4-mini,text_only,"(47720,53720)","(47720, 53720)",Y,llm_only,16376
Fundamentals_of_Materials_Instructors_Example 4.8,Materials: Polymers,openai/o4-mini,text_only,29.1,29.0,N,llm_only,10337
Fundamentals_of_Materials_Instructors_Example 4.10,Materials: Polymers,openai/o4-mini,text_only,"\bigl(2.23\times10^6,\;1.87\times10^6\bigr)","(795000, 474600)",N,llm_only,29490
Fundamentals_of_Materials_Instructors_Example 4.16,Materials: Polymers,openai/o4-mini,text_only,9.35\times10^3,9333,N,llm_only,16957
Fundamentals_of_Materials_Instructors_Example 4.20,Materials: Polymers,openai/o4-mini,text_only,"(0.447,0.553)","(0.45, 0.55)",N,llm_only,10737
Fundamentals_of_Materials_Instructors_Example 4.25,Materials: Polymers,openai/o4-mini,text_only,"(1.446,1.295,57.6)","(1.450, 1.300, 57.4)",N,llm_only,22238
Fundamentals_of_Materials_Instructors_Example 4.26,Materials: Polymers,openai/o4-mini,text_only,"(0.837,\;0.944,\;0.917)","(0.841, 0.946, 0.917)",N,llm_only,13882
Fundamentals_of_Materials_Instructors_Example 5.1,Materials: Metals,openai/o4-mini,text_only,1.16\times10^{23},1.156E+23,N,llm_only,12954
Fundamentals_of_Materials_Instructors_Example 5.2,Materials: Metals,openai/o4-mini,text_only,4.4\times10^{-4},4.41E-04,Y,llm_only,12197
Fundamentals_of_Materials_Instructors_Example 5.3,Materials: Metals,openai/o4-mini,text_only,"(4.56\times10^{-4},\;6.03\times10^{-16},\;7.56\times10^{11})","(4.56e-4, 6.08e-16, 7.5e11)",Y,llm_only,22755
Fundamentals_of_Materials_Instructors_Example 5.4,Materials: Metals,openai/o4-mini,text_only,3.5\times10^{24},3.52E+24,N,llm_only,16909
Fundamentals_of_Materials_Instructors_Example 5.5,Materials: Metals,openai/o4-mini,text_only,1.40,1.40,Y,llm_only,16455
Fundamentals_of_Materials_Instructors_Example 5.7,Materials: Metals,openai/o4-mini,text_only,1.6\times10^{-5},7.87E-06,N,llm_only,14084
Fundamentals_of_Materials_Instructors_Example 5.8,Materials: Metals,openai/o4-mini,text_only,8.2\times10^{23},8.24E+23,N,llm_only,17185
Fundamentals_of_Materials_Instructors_Example 5.21,Materials: Metals,openai/o4-mini,text_only,"(0.0361,0.97)","(0.036, 0.97)",N,llm_only,6682
Fundamentals_of_Materials_Instructors_Example 5.23,Materials: Metals,openai/o4-mini,text_only,"(87.9,12.1)","(87.9, 12.1)",Y,llm_only,11720
Fundamentals_of_Materials_Instructors_Example 5.24,Materials: Metals,openai/o4-mini,text_only,"(3.23,96.77)","(3.23, 96.77)",Y,llm_only,12652
Fundamentals_of_Materials_Instructors_Example 5.25,Materials: Metals,openai/o4-mini,text_only,"(1.69, 98.31)","(1.68, 98.32)",N,llm_only,11627
Fundamentals_of_Materials_Instructors_Example 5.26,Materials: Metals,openai/o4-mini,text_only,"(98.87,\;0.19,\;0.94)","(98.87, 0.19, 0.94)",Y,llm_only,15498
Fundamentals_of_Materials_Instructors_Example 5.27,Materials: Metals,openai/o4-mini,text_only,"(41.96,58.04)","(41.9, 58.1)",N,llm_only,12216
Fundamentals_of_Materials_Instructors_Example 5.28,Materials: Metals,openai/o4-mini,text_only,"(44.8,46.2,9.0)","(44.8, 46.2, 9.0)",N,llm_only,22688
Fundamentals_of_Materials_Instructors_Example 5.30,Materials: Metals,openai/o4-mini,text_only,3.30\times 10^{28},3.3E+28,N,llm_only,10401
Fundamentals_of_Materials_Instructors_Example 5.31,Materials: Metals,openai/o4-mini,text_only,8.33\times10^{28},8.33E+28,Y,llm_only,12560
Fundamentals_of_Materials_Instructors_Example 5.32,Materials: Metals,openai/o4-mini,text_only,19.6,19.6,Y,llm_only,14847
Fundamentals_of_Materials_Instructors_Example 5.33,Materials: Semiconductors,openai/o4-mini,text_only,2.6\times10^{-6},2.57E-06,Y,llm_only,20217
Fundamentals_of_Materials_Instructors_Example 5.34,Materials: Metals,openai/o4-mini,text_only,4.38,4.38,Y,llm_only,11266
Fundamentals_of_Materials_Instructors_Example 5.38,Materials: Metals,openai/o4-mini,text_only,1.73\times10^{22},1.73E+22,N,llm_only,9818
Fundamentals_of_Materials_Instructors_Example 5.39,Materials: Metals,openai/o4-mini,text_only,1.02\times10^{22},1.02E+22,Y,llm_only,12472
Fundamentals_of_Materials_Instructors_Example 5.41,Materials: Metals,openai/o4-mini,text_only,9.3\times10^{-3},9.31E-03,Y,llm_only,21609
Fundamentals_of_Materials_Instructors_Example 5.42,Materials: Metals,openai/o4-mini,text_only,5.0\times10^{21},4.99E+21,Y,llm_only,9569
Fundamentals_of_Materials_Instructors_Example 5.44,Materials: Metals,openai/o4-mini,text_only,15.9,15.9,N,llm_only,12792
Fundamentals_of_Materials_Instructors_Example 5.45,Materials: Semiconductors,openai/o4-mini,text_only,11.8,11.7,N,llm_only,14536
Fundamentals_of_Materials_Instructors_Example 5.46,Materials: Semiconductors,openai/o4-mini,text_only,"(1.43\times10^{-5},1.30\times10^{-5})","(1.43e-5, 1.30e-5)",Y,llm_only,19801
Fundamentals_of_Materials_Instructors_Example 5.47,Materials: Metals,openai/o4-mini,text_only,0.289,0.289,Y,llm_only,19190
Fundamentals_of_Materials_Instructors_Example 5.57,Structures: Micro/Nano-structure,openai/o4-mini,text_only,"(32,3.2\times10^5)","(32, 320000)",Y,llm_only,22468
Fundamentals_of_Materials_Instructors_Example 5.58,Materials: Metals,openai/o4-mini,text_only,21.84,8.6,N,llm_only,30099
Fundamentals_of_Materials_Instructors_Example 5.59,Materials: Metals,openai/o4-mini,text_only,-6.81,4.8,N,llm_only,14507
Fundamentals_of_Materials_Instructors_Example 5.62,Materials: Metals,openai/o4-mini,text_only,2.38,2.38,N,llm_only,12357
Fundamentals_of_Materials_Instructors_Example 5.63,Materials: Metals,openai/o4-mini,text_only,2.67,2.83,Y,llm_only,11192
Fundamentals_of_Materials_Instructors_Example 5.64,Materials: Metals,openai/o4-mini,text_only,1.5\times10^{24},1.49E+24,N,llm_only,17401
Fundamentals_of_Materials_Instructors_Example 5.65,Materials: Metals,openai/o4-mini,text_only,"(2.63,97.37)","(2.6, 97.4)",N,llm_only,13186
Fundamentals_of_Materials_Instructors_Example 5.66,Materials: Metals,openai/o4-mini,text_only,"(96.44, 3.56)","(96.4, 3.6)",N,llm_only,9896
Fundamentals_of_Materials_Instructors_Example 6.8,Materials: Metals,openai/o4-mini,text_only,4.08\times10^{-3},4.1E-03,Y,llm_only,10361
Fundamentals_of_Materials_Instructors_Example 6.9,Materials: Metals,openai/o4-mini,text_only,2.78\times10^{-3},2.78,N,llm_only,15149
Fundamentals_of_Materials_Instructors_Example 6.10,Materials: Metals,openai/o4-mini,text_only,2.28\times10^{-11},2.3E-11,Y,llm_only,26622
Fundamentals_of_Materials_Instructors_Example 6.11,Materials: Metals,openai/o4-mini,text_only,8.90\times10^{-15},8.72E-15,Y,llm_only,20755
Fundamentals_of_Materials_Instructors_Example 6.13,Materials: Metals,openai/o4-mini,text_only,1.47\times 10^{6},31.3,N,llm_only,17031
Fundamentals_of_Materials_Instructors_Example 6.14,Materials: Metals,openai/o4-mini,text_only,9.3\times10^{-4},0.932,N,llm_only,12125
Fundamentals_of_Materials_Instructors_Example 6.15,Materials: Metals,openai/o4-mini,text_only,0.075,0.075,Y,llm_only,11034
Fundamentals_of_Materials_Instructors_Example 6.17,Materials: Metals,openai/o4-mini,text_only,6.9\times10^{-7},0.697,Y,llm_only,22087
Fundamentals_of_Materials_Instructors_Example 6.19,Materials: Metals,openai/o4-mini,text_only,135,135,Y,llm_only,5134
Fundamentals_of_Materials_Instructors_Example 6.20,Materials: Metals,openai/o4-mini,text_only,"\bigl(1.4\times10^{-10},\;5.9\times10^{-12}\bigr)","(1.40e-10, 5.86e-12)",Y,llm_only,16053
Fundamentals_of_Materials_Instructors_Example 6.21,Materials: Metals,openai/o4-mini,text_only,9.7\times10^{-15},9.64E-15,Y,llm_only,10213
Fundamentals_of_Materials_Instructors_Example 6.22,Materials: Metals,openai/o4-mini,text_only,6.0\times10^{-12},6E-12,Y,llm_only,11286
Fundamentals_of_Materials_Instructors_Example 6.23,Materials: Metals,openai/o4-mini,text_only,900,901,Y,llm_only,11184
Fundamentals_of_Materials_Instructors_Example 6.24,Materials: Metals,openai/o4-mini,text_only,947,948,Y,llm_only,11248
Fundamentals_of_Materials_Instructors_Example 6.25,Materials: Metals,openai/o4-mini,text_only,1426,1427,N,llm_only,11172
Fundamentals_of_Materials_Instructors_Example 6.26,Materials: Metals,openai/o4-mini,text_only,4.8\times10^{-13},4.8E-13,N,llm_only,9445
Fundamentals_of_Materials_Instructors_Example 6.27,Materials: Metals,openai/o4-mini,text_only,"(3.3\times10^{-4},3.15\times10^{5},1.14\times10^{-14})","(3.5e-4, 315700, 1.1e-14)",Y,llm_only,15330
Fundamentals_of_Materials_Instructors_Example 6.28,Materials: Metals,openai/o4-mini,text_only,"(1.02\times10^{-5},\;1.38\times10^{5},\;3.8\times10^{-12})","(1.05e-5, 138300, 3.8e-12)",Y,llm_only,24476
Fundamentals_of_Materials_Instructors_Example 6.32,Materials: Metals,openai/o4-mini,text_only,884,884,Y,llm_only,13877
Fundamentals_of_Materials_Instructors_Example 6.33,Materials: Metals,openai/o4-mini,text_only,1.21\times10^{-8},1.21E-08,N,llm_only,11913
Fundamentals_of_Materials_Instructors_Example 6.34,Materials: Metals,openai/o4-mini,text_only,1108,1381,N,llm_only,9407
Fundamentals_of_Materials_Instructors_Example 6.35,Properties: Optical,openai/o4-mini,text_only,"(4.9\times10^{-14},\;1.10)","(4.81e-14, 1.08)",Y,llm_only,18021
Fundamentals_of_Materials_Instructors_Example 6.38,Materials: Metals,openai/o4-mini,text_only,0.66,0.66,Y,llm_only,11629
Fundamentals_of_Materials_Instructors_Example 6.39,Materials: Metals,openai/o4-mini,text_only,1.22\times10^5,120700,N,llm_only,12363
Fundamentals_of_Materials_Instructors_Example 6.40,Materials: Metals,openai/o4-mini,text_only,4.6,4.61,Y,llm_only,8543
Fundamentals_of_Materials_Instructors_Example 6.41,Materials: Metals,openai/o4-mini,text_only,1280,1283,Y,llm_only,17081
Fundamentals_of_Materials_Instructors_Example 6.42,Materials: Metals,openai/o4-mini,text_only,6.27\times10^{25},5.44E+25,N,llm_only,22140
Fundamentals_of_Materials_Instructors_Example 6.43,Materials: Semiconductors,openai/o4-mini,text_only,"3.77\times10^{17},\;1.22\times10^{-6},\;3.52\times10^{-7}","(3.63e17, 1.23, 0.343)",N,llm_only,21460
Fundamentals_of_Materials_Instructors_Example 6.44,Materials: Semiconductors,openai/o4-mini,text_only,,1.53,N,llm_only,132759
Fundamentals_of_Materials_Instructors_Example 6.45,Materials: Polymers,openai/o4-mini,text_only,2.7\times10^{-7},2.7E-07,N,llm_only,12518
Fundamentals_of_Materials_Instructors_Example 6.46,Materials: Polymers,openai/o4-mini,text_only,7.3\times10^{-11},7.3E-14,N,llm_only,17532
Fundamentals_of_Materials_Instructors_Example 6.47,Materials: Polymers,openai/o4-mini,text_only,2.8\times10^{-7},2.8E-07,Y,llm_only,11640
Fundamentals_of_Materials_Instructors_Example 6.48,Materials: Metals,openai/o4-mini,text_only,549,568,N,llm_only,34257
Fundamentals_of_Materials_Instructors_Example 6.49,Materials: Metals,openai/o4-mini,text_only,4.7\times10^{-13},4.7E-13,N,llm_only,12586
Fundamentals_of_Materials_Instructors_Example 7.3,Materials: Metals,openai/o4-mini,text_only,1.395\times10^{-3},1.39E-03,N,llm_only,11961
Fundamentals_of_Materials_Instructors_Example 7.4,Materials: Metals,openai/o4-mini,text_only,0.476,475,N,llm_only,14380
Fundamentals_of_Materials_Instructors_Example 7.5,Materials: Metals,openai/o4-mini,text_only,7.12\times10^4,71.2,N,llm_only,14335
Fundamentals_of_Materials_Instructors_Example 7.6,Materials: Metals,openai/o4-mini,text_only,13.8,13.8,Y,llm_only,11918
Fundamentals_of_Materials_Instructors_Example 7.7,Materials: Metals,openai/o4-mini,text_only,"(4.49\times10^4,\ 76.25)","(44850, 76.25)",Y,llm_only,8206
Fundamentals_of_Materials_Instructors_Example 7.8,Materials: Metals,openai/o4-mini,text_only,9.48,9.5,Y,llm_only,13802
Fundamentals_of_Materials_Instructors_Example 7.9,Materials: Metals,openai/o4-mini,text_only,"(107,207,69,207)","(100.5, 203.7, 69.1, 200.8)",N,llm_only,9526
Fundamentals_of_Materials_Instructors_Example 7.15,Materials: Metals,openai/o4-mini,text_only,"(0.3257,-0.00594)","(0.325, -5.9e-3)",Y,llm_only,14108
Fundamentals_of_Materials_Instructors_Example 7.16,Materials: Metals,openai/o4-mini,text_only,7.8\times10^3,7800,Y,llm_only,15870
Fundamentals_of_Materials_Instructors_Example 7.17,Materials: Metals,openai/o4-mini,text_only,0.367,0.367,Y,llm_only,11065
Fundamentals_of_Materials_Instructors_Example 7.18,Materials: Metals,openai/o4-mini,text_only,105.69,105.69,Y,llm_only,14329
Fundamentals_of_Materials_Instructors_Example 7.19,Materials: Metals,openai/o4-mini,text_only,9.98\times10^4,100,N,llm_only,23150
Fundamentals_of_Materials_Instructors_Example 7.24,Materials: Metals,openai/o4-mini,text_only,"(-0.0140,-0.00392,-0.0102)","(-1.41e-3, -0.40e-2, -1.0e-2)",Y,llm_only,20944
Fundamentals_of_Materials_Instructors_Example 7.25,Materials: Metals,openai/o4-mini,text_only,"(1.63,\;1.15,\;0.553)","(1.64, 1.15, 0.56)",Y,llm_only,15897
Fundamentals_of_Materials_Instructors_Example 7.30,Materials: Metals,openai/o4-mini,text_only,3.96\times10^5,1.4E+06,N,llm_only,31501
Fundamentals_of_Materials_Instructors_Example 7.31,Materials: Metals,openai/o4-mini,text_only,8.84\times10^{4},1.96E+05,N,llm_only,29376
Fundamentals_of_Materials_Instructors_Example 7.37,Materials: Metals,openai/o4-mini,text_only,"(59.7,46.0)","(60, 46)",N,llm_only,14632
